player_id,player_url,short_name,long_name,age,dob,height_cm,weight_kg,nationality,club_name,league_name,league_rank,overall,potential,value_eur,wage_eur,player_positions,preferred_foot,international_reputation,weak_foot,skill_moves,work_rate,body_type,real_face,release_clause_eur,player_tags,team_position,team_jersey_number,loaned_from,joined,contract_valid_until,nation_position,nation_jersey_number,pace,shooting,passing,dribbling,defending,physic,gk_diving,gk_handling,gk_kicking,gk_reflexes,gk_speed,gk_positioning,player_traits,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb
224371,https://sofifa.com/player/224371/jarrod-bowen/210002/,J. Bowen,Jarrod Bowen,23,1996-12-20,181,70,England,West Ham United,English Premier League,1,77,84,21000000,35000,RM,Left,1,3,4,High/ Medium,Normal (170-185),Yes,26300000,,RM,20,,2020-01-31,2025,"78 Finishing
","64 Heading Accuracy
",78,74,71,79,44,65,,,,,,,"Long Shot Taker (AI), Technical Dribbler (AI)",71,78,64,72,53,79,69,67,64,78,79,77,81,76,83,69,63,79,62,76,56,37,79,74,68,72,49,40,36,14,8,14,10,7,74+2,74+2,74+2,77+0,76+0,76+0,76+0,77+0,76+2,76+2,76+2,76+2,71+2,71+2,71+2,76+2,62+2,59+2,59+2,59+2,62+2,59+2,53+2,53+2,53+2,59+2
220621,https://sofifa.com/player/220621/said-benrahma/210002/,S. Benrahma,Mohamed Saïd Benrahma,24,1995-08-10,181,70,Algeria,Brentford,English Premier League,1,77,80,14500000,43000,LW,Right,1,4,4,High/ Low,Normal (170-185),No,22700000,,LW,10,,2018-07-06,2022,"72 Finishing
","47 Heading Accuracy
",79,71,72,81,36,54,,,,,,,"Flair, Long Shot Taker (AI), Outside Foot Shot, Technical Dribbler (AI)",74,72,47,72,64,83,73,69,64,79,81,78,85,73,77,73,56,68,47,70,51,40,75,77,69,74,42,30,21,16,7,8,11,11,71+2,71+2,71+2,77+0,76+0,76+0,76+0,77+0,76+2,76+2,76+2,76+2,70+2,70+2,70+2,76+2,59+2,55+2,55+2,55+2,59+2,54+2,45+2,45+2,45+2,54+2
212491,https://sofifa.com/player/212491/arthur-masuaku/210002/,A. Masuaku,Arthur Masuaku,26,1993-11-07,181,70,DR Congo,West Ham United,English Premier League,1,77,79,12000000,37000,LWB,Left,1,2,4,High/ Medium,Normal (170-185),Yes,18800000,,SUB,26,,2016-08-08,2024,"55 Finishing
","63 Heading Accuracy
",84,63,72,80,70,70,,,,,,,"Flair, Technical Dribbler (AI)",77,55,63,75,61,82,71,48,69,78,83,84,77,74,79,75,70,78,68,71,65,69,65,71,49,75,66,75,74,8,7,10,7,7,70+2,70+2,70+2,75+0,73+0,73+0,73+0,75+0,74+2,74+2,74+2,75+2,73+2,73+2,73+2,75+2,75+2,72+2,72+2,72+2,75+2,75+2,70+2,70+2,70+2,75+2
231633,https://sofifa.com/player/231633/issa-diop/210002/,I. Diop,Issa Diop,23,1997-01-09,181,70,France,West Ham United,English Premier League,1,77,84,19500000,31000,CB,Right,2,3,2,Medium/ Medium,Lean (185+),Yes,24200000,"#Aerial Threat, #Strength",RCB,23,,2018-06-20,2023,"30 Finishing
","75 Heading Accuracy
",65,36,52,55,79,80,,,,,,,,37,30,75,67,48,50,32,34,63,63,62,68,52,73,47,50,74,69,86,31,79,79,42,43,44,72,77,80,81,10,7,6,14,9,54+2,54+2,54+2,52+0,53+0,53+0,53+0,52+0,54+2,54+2,54+2,55+2,60+2,60+2,60+2,55+2,68+2,72+2,72+2,72+2,68+2,70+2,77+2,77+2,77+2,70+2
207494,https://sofifa.com/player/207494/jesse-lingard/210002/,J. Lingard,Jesse Lingard,27,1992-12-15,181,70,England,Manchester United,English Premier League,1,77,77,11000000,95000,RM,Right,2,3,4,High/ High,Lean (170-185),Yes,18100000,,SUB,14,,2011-07-01,2021,"71 Finishing
","67 Heading Accuracy
",77,74,74,78,58,70,,,,,,,"Flair, Long Shot Taker (AI)",74,71,67,77,72,77,79,68,63,77,78,77,83,80,84,79,65,82,62,77,74,54,80,77,70,75,63,57,49,14,10,8,13,9,75+2,75+2,75+2,77+0,77+0,77+0,77+0,77+0,77+0,77+0,77+0,76+1,74+2,74+2,74+2,76+1,69+2,67+2,67+2,67+2,69+2,67+2,63+2,63+2,63+2,67+2
222501,https://sofifa.com/player/222501/timothy-castagne/210002/,T. Castagne,Timothy Castagne,24,1995-12-05,181,70,Belgium,Leicester City,English Premier League,1,77,82,16000000,62000,LM,Right,1,3,3,Medium/ High,Lean (170-185),No,23700000,,RB,27,,2020-09-03,2025,SUB,21,81,57,71,76,76,68,,,,,,,Early Crosser,79,60,66,75,40,77,58,33,70,76,83,79,71,78,66,62,70,85,60,52,68,79,77,69,27,68,78,75,72,14,9,15,10,15,69+2,69+2,69+2,74+0,73+0,73+0,73+0,74+0,73+2,73+2,73+2,76+2,74+2,74+2,74+2,76+2,78+2,75+2,75+2,75+2,78+2,77+2,73+2,73+2,73+2,77+2
235889,https://sofifa.com/player/235889/cengiz-under/210002/,C. Ünder,Cengiz Ünder,22,1997-07-14,181,70,Turkey,Leicester City,English Premier League,1,78,84,22500000,66000,RW,Left,1,4,3,Medium/ Medium,Normal (170-185),Yes,29400000,,SUB,19,,2017-07-17,2023,SUB,16,82,75,74,82,37,50,,,,,,,"Finesse Shot, Long Shot Taker (AI), Technical Dribbler (AI)",83,71,58,72,69,83,80,68,65,82,85,79,84,71,82,82,47,67,50,82,27,29,73,73,64,68,43,33,30,9,13,7,9,8,73+2,73+2,73+2,78+0,77+0,77+0,77+0,78+0,76+2,76+2,76+2,77+2,69+2,69+2,69+2,77+2,60+2,53+2,53+2,53+2,60+2,56+2,45+2,45+2,45+2,56+2
155946,https://sofifa.com/player/155946/robert-snodgrass/210002/,R. Snodgrass,Robert Snodgrass,32,1987-09-07,181,70,Scotland,West Ham United,English Premier League,1,77,77,8500000,40000,CM,Left,2,3,3,High/ Medium,Normal (170-185),Yes,13300000,,SUB,11,,2017-01-27,2021,"73 Finishing
","44 Heading Accuracy
",62,75,79,76,47,72,,,,,,,"Finesse Shot, Long Shot Taker (AI)",83,73,44,76,65,76,82,82,74,81,63,62,69,75,67,81,57,74,69,77,82,46,77,80,73,78,42,56,41,8,15,14,12,10,72+2,72+2,72+2,75+0,75+0,75+0,75+0,75+0,76+1,76+1,76+1,76+1,74+2,74+2,74+2,76+1,64+2,65+2,65+2,65+2,64+2,60+2,56+2,56+2,56+2,60+2
178372,https://sofifa.com/player/178372/branislav-ivanovic/210002/,B. Ivanović,Branislav Ivanović,36,1984-02-22,181,70,Serbia,West Bromwich Albion,English Premier League,1,80,80,3800000,61000,RB,Right,3,3,2,High/ Medium,Stocky (185+),No,6000000,,SUB,20,,2020-09-15,2021,"57 Finishing
","85 Heading Accuracy
",62,61,68,61,81,83,,,,,,,"Long Throw-in, Solid Player, Long Passer (AI), Power Header",72,57,85,71,48,58,70,48,76,66,63,61,57,76,47,73,83,78,85,62,86,79,61,57,58,81,81,82,82,15,9,13,11,13,67+3,67+3,67+3,64+0,64+0,64+0,64+0,64+0,64+3,64+3,64+3,66+3,69+3,69+3,69+3,66+3,74+3,76+3,76+3,76+3,74+3,76+3,80+0,80+0,80+0,76+3
238616,https://sofifa.com/player/238616/pedro-lomba-neto/210002/,Pedro Neto,Pedro Lomba Neto,20,2000-03-09,181,70,Portugal,Wolverhampton Wanderers,English Premier League,1,72,83,5000000,39000,RW,Left,1,3,4,High/ Medium,Normal (170-185),Yes,11600000,,LW,7,,2019-08-05,2024,"68 Finishing
","49 Heading Accuracy
",85,66,62,78,28,48,,,,,,,Speed Dribbler (AI),63,68,49,65,58,79,61,51,56,75,86,85,86,65,80,66,52,61,46,62,36,23,67,63,62,64,32,23,17,6,13,7,12,6,67+2,67+2,67+2,72+0,71+0,71+0,71+0,72+0,70+2,70+2,70+2,70+2,62+2,62+2,62+2,70+2,52+2,46+2,46+2,46+2,52+2,48+2,38+2,38+2,38+2,48+2
213666,https://sofifa.com/player/213666/ruben-loftus-cheek/210002/,R. Loftus-Cheek,Ruben Loftus-Cheek,24,1996-01-23,181,70,England,Chelsea,English Premier League,1,78,84,22000000,70000,CM,Right,1,3,4,High/ Medium,Normal (185+),Yes,29400000,,CAM,12,,2013-06-03,2024,"66 Finishing
","58 Heading Accuracy
",69,67,76,80,62,79,,,,,,,"Injury Prone, Playmaker (AI), Outside Foot Shot, Technical Dribbler (AI)",62,66,58,84,54,84,60,57,81,81,63,73,69,70,67,76,59,74,83,68,79,59,79,80,45,80,59,67,61,11,7,12,15,13,73+2,73+2,73+2,75+0,76+0,76+0,76+0,75+0,78+2,78+2,78+2,76+2,78+2,78+2,78+2,76+2,69+2,72+2,72+2,72+2,69+2,67+2,67+2,67+2,67+2,67+2
227236,https://sofifa.com/player/227236/andre-franck-zambo-anguissa/210002/,A. Zambo Anguissa,André-Franck Zambo Anguissa,24,1995-11-16,181,70,Cameroon,Fulham,English Premier League,1,77,83,16500000,76000,CDM,Right,1,3,3,Medium/ Medium,Normal (170-185),Yes,25200000,,SUB,29,,2018-08-09,2023,LCM,8,73,65,72,78,75,82,,,,,,,Flair,58,59,73,81,50,81,59,46,77,80,72,73,67,75,70,78,72,79,84,68,82,77,72,74,62,78,72,80,68,11,11,9,8,11,73+2,73+2,73+2,73+0,74+0,74+0,74+0,73+0,75+2,75+2,75+2,74+2,77+2,77+2,77+2,74+2,74+2,78+2,78+2,78+2,74+2,74+2,77+2,77+2,77+2,74+2
204936,https://sofifa.com/player/204936/john-egan/210002/,J. Egan,John Egan,27,1992-10-20,181,70,Republic of Ireland,Sheffield United,English Premier League,1,78,80,15000000,36000,CB,Right,1,3,2,Low/ Medium,Normal (185+),Yes,21700000,,CB,12,,2018-07-19,2024,RCB,5,64,46,54,61,79,77,,,,,,,Leadership,32,43,76,72,50,55,36,29,69,68,62,65,60,81,66,62,77,69,80,41,79,81,38,44,42,65,80,80,76,15,10,9,8,6,59+2,59+2,59+2,55+0,57+0,57+0,57+0,55+0,58+2,58+2,58+2,58+2,64+2,64+2,64+2,58+2,69+2,74+2,74+2,74+2,69+2,71+2,78+2,78+2,78+2,71+2
212300,https://sofifa.com/player/212300/jack-oconnell/210002/,J. O'Connell,Jack O'Connell,26,1994-03-29,181,70,England,Sheffield United,English Premier League,1,78,82,17500000,36000,CB,Left,1,2,2,High/ Medium,Stocky (185+),Yes,23700000,,LCB,5,,2016-07-08,2023,"35 Finishing
","76 Heading Accuracy
",62,37,64,63,79,82,,,,,,,"Solid Player, Long Passer (AI)",71,35,76,71,30,62,47,32,64,67,59,65,54,78,48,41,81,79,83,40,82,79,42,58,34,67,80,79,74,9,12,7,6,12,56+2,56+2,56+2,60+0,57+0,57+0,57+0,60+0,60+2,60+2,60+2,63+2,65+2,65+2,65+2,63+2,73+2,74+2,74+2,74+2,73+2,74+2,78+2,78+2,78+2,74+2
243282,https://sofifa.com/player/243282/dwight-mcneil/210002/,D. McNeil,Dwight McNeil,20,1999-11-22,181,70,England,Burnley,English Premier League,1,78,86,31000000,41000,LM,Left,1,3,3,High/ High,Lean (170-185),Yes,32600000,,LM,11,,2018-04-10,2023,"68 Finishing
","59 Heading Accuracy
",76,68,76,79,52,67,,,,,,,"Long Shot Taker (AI), Technical Dribbler (AI)",81,68,59,76,57,81,77,75,69,79,73,78,76,75,77,69,68,77,65,71,57,46,73,77,62,77,53,54,44,6,14,14,12,14,71+2,71+2,71+2,76+0,75+0,75+0,75+0,76+0,76+2,76+2,76+2,77+2,73+2,73+2,73+2,77+2,67+2,64+2,64+2,64+2,67+2,64+2,58+2,58+2,58+2,64+2
192123,https://sofifa.com/player/192123/chris-wood/210002/,C. Wood,Chris Wood,28,1991-12-07,181,70,New Zealand,Burnley,English Premier League,1,78,78,14500000,63000,ST,Right,1,3,2,High/ Medium,Normal (185+),Yes,20000000,#Strength,RS,9,,2017-08-21,2023,ST,9,66,78,59,68,40,81,,,,,,,"Power Free-Kick, Power Header",46,79,86,67,74,66,69,64,48,75,64,68,60,78,61,81,77,76,86,72,74,40,80,64,81,77,39,30,29,14,16,16,7,16,77+1,77+1,77+1,69+0,73+0,73+0,73+0,69+0,70+2,70+2,70+2,67+2,65+2,65+2,65+2,67+2,54+2,56+2,56+2,56+2,54+2,53+2,55+2,55+2,55+2,53+2
169706,https://sofifa.com/player/169706/jack-cork/210002/,J. Cork,Jack Cork,31,1989-06-25,181,70,England,Burnley,English Premier League,1,77,77,7500000,48000,CDM,Right,2,4,3,Medium/ High,Normal (170-185),Yes,12400000,,LCM,4,,2017-07-11,2021,"54 Finishing
","70 Heading Accuracy
",47,60,73,69,76,79,,,,,,,Solid Player,69,54,70,77,53,67,74,64,76,75,52,42,61,76,65,73,75,88,76,63,77,76,63,68,60,77,78,76,71,13,11,16,6,6,65+2,65+2,65+2,65+0,66+0,66+0,66+0,65+0,68+2,68+2,68+2,68+2,73+2,73+2,73+2,68+2,73+2,76+1,76+1,76+1,73+2,72+2,75+2,75+2,75+2,72+2
197756,https://sofifa.com/player/197756/jordan-ayew/210002/,J. Ayew,Jordan Ayew,28,1991-09-11,181,70,Ghana,Crystal Palace,English Premier League,1,77,77,11000000,59000,RM,Right,2,3,4,Medium/ Medium,Normal (170-185),Yes,17100000,,RS,9,,2019-07-25,2022,"78 Finishing
","75 Heading Accuracy
",77,76,71,79,45,74,,,,,,,"Flair, Technical Dribbler (AI)",71,78,75,74,73,81,75,69,60,78,75,78,78,76,75,76,71,77,74,74,69,40,76,72,74,70,36,52,35,6,8,7,16,8,77+0,77+0,77+0,76+0,77+0,77+0,77+0,76+0,76+1,76+1,76+1,75+2,71+2,71+2,71+2,75+2,62+2,60+2,60+2,60+2,62+2,60+2,57+2,57+2,57+2,60+2
204529,https://sofifa.com/player/204529/michy-batshuayi/210002/,M. Batshuayi,Michy Batshuayi Tunga,26,1993-10-02,181,70,Belgium,Crystal Palace,English Premier League,1,78,81,18500000,88000,ST,Right,2,5,4,Medium/ Low,Normal (185+),Yes,,,SUB,23,Chelsea,,"Jun 30, 2021","81 Finishing
","75 Heading Accuracy
",75,79,58,78,33,72,,,,,,,Flair,65,81,75,62,77,78,66,46,36,79,75,75,75,77,75,81,80,64,79,73,63,23,81,62,67,81,37,26,22,9,10,16,7,15,78+2,78+2,78+2,74+0,76+0,76+0,76+0,74+0,72+2,72+2,72+2,71+2,62+2,62+2,62+2,71+2,53+2,49+2,49+2,49+2,53+2,51+2,49+2,49+2,49+2,51+2
186190,https://sofifa.com/player/186190/patrick-van-aanholt/210002/,P. van Aanholt,Patrick van Aanholt,29,1990-08-29,181,70,Netherlands,Crystal Palace,English Premier League,1,77,77,9500000,50000,LB,Left,1,4,3,High/ Low,Lean (170-185),Yes,14300000,,LB,3,,2017-01-30,2021,"66 Finishing
","61 Heading Accuracy
",86,68,71,76,71,71,,,,,,,"Long Throw-in, Long Shot Taker (AI)",69,66,61,73,60,76,72,76,74,77,85,87,78,74,76,76,90,79,63,69,75,69,74,68,60,67,71,75,76,9,15,7,8,6,72+2,72+2,72+2,75+0,74+0,74+0,74+0,75+0,74+2,74+2,74+2,75+2,73+2,73+2,73+2,75+2,75+2,73+2,73+2,73+2,75+2,75+2,72+2,72+2,72+2,75+2
208004,https://sofifa.com/player/208004/joel-veltman/210002/,J. Veltman,Joël Veltman,28,1992-01-15,181,70,Netherlands,Brighton & Hove Albion,English Premier League,1,77,77,9000000,52000,RB,Right,2,4,2,Medium/ Medium,Normal (170-185),No,15200000,,SUB,34,,2020-07-29,2023,SUB,2,65,49,66,68,79,76,,,,,,,,70,50,74,74,38,66,40,34,73,72,64,66,66,77,68,60,78,75,74,41,82,79,55,55,42,78,78,82,77,7,10,6,9,11,63+2,63+2,63+2,64+0,63+0,63+0,63+0,64+0,64+2,64+2,64+2,67+2,69+2,69+2,69+2,67+2,74+2,76+1,76+1,76+1,74+2,75+2,77+0,77+0,77+0,75+2
211784,https://sofifa.com/player/211784/neal-maupay/210002/,N. Maupay,Neal Maupay,23,1996-08-14,181,70,France,Brighton & Hove Albion,English Premier League,1,77,81,15500000,52000,ST,Right,1,4,3,Medium/ Medium,Normal (170-185),Yes,23700000,,RS,9,,2019-08-05,2023,"79 Finishing
","73 Heading Accuracy
",77,77,67,73,41,71,,,,,,,,61,79,73,74,76,68,63,55,59,78,78,77,76,79,79,78,59,74,67,71,80,26,82,69,77,69,30,55,33,11,12,7,8,14,77+2,77+2,77+2,74+0,76+0,76+0,76+0,74+0,74+2,74+2,74+2,73+2,69+2,69+2,69+2,73+2,58+2,58+2,58+2,58+2,58+2,57+2,54+2,54+2,54+2,57+2
207421,https://sofifa.com/player/207421/leandro-trossard/210002/,L. Trossard,Leandro Trossard,25,1994-12-04,181,70,Belgium,Brighton & Hove Albion,English Premier League,1,78,81,18500000,56000,LW,Right,1,4,4,High/ Medium,Lean (170-185),Yes,25700000,#Acrobat,LS,11,,2019-07-01,2023,SUB,23,82,77,76,81,30,62,,,,,,,"Flair, Long Shot Taker (AI), Outside Foot Shot, Technical Dribbler (AI)",75,75,62,76,74,81,81,69,77,79,89,76,92,70,85,76,78,73,60,82,47,18,75,76,75,80,30,31,18,14,8,11,7,7,74+2,74+2,74+2,78+0,77+0,77+0,77+0,78+0,78+2,78+2,78+2,77+2,71+2,71+2,71+2,77+2,56+2,53+2,53+2,53+2,56+2,52+2,43+2,43+2,43+2,52+2
228295,https://sofifa.com/player/228295/rob-holding/210002/,R. Holding,Rob Holding,24,1995-09-20,181,70,England,Arsenal,English Premier League,1,75,82,10500000,49000,CB,Right,1,3,2,Medium/ High,Lean (185+),Yes,17900000,,SUB,16,,2016-07-22,2022,"30 Finishing
","75 Heading Accuracy
",59,34,59,63,77,72,,,,,,,Injury Prone,52,30,75,71,27,62,33,30,61,65,56,61,58,70,65,48,77,64,76,27,72,77,40,57,38,74,76,78,76,14,11,10,14,13,53+2,53+2,53+2,55+0,55+0,55+0,55+0,55+0,57+2,57+2,57+2,58+2,62+2,62+2,62+2,58+2,68+2,71+2,71+2,71+2,68+2,70+2,75+2,75+2,75+2,70+2
201118,https://sofifa.com/player/201118/cedric-ricardo-alves-soares/210002/,Cédric,Cédric Ricardo Alves Soares,28,1991-08-31,181,70,Portugal,Arsenal,English Premier League,1,76,76,7000000,63000,RWB,Right,2,4,3,High/ Medium,Normal (170-185),Yes,12400000,,SUB,17,,2020-07-27,2024,"57 Finishing
","65 Heading Accuracy
",76,65,70,75,72,67,,,,,,,Early Crosser,70,57,65,75,68,75,66,64,69,76,77,75,73,74,83,76,72,75,59,70,75,74,71,65,60,69,68,76,74,11,14,12,12,11,69+2,69+2,69+2,72+0,72+0,72+0,72+0,72+0,72+2,72+2,72+2,72+2,72+2,72+2,72+2,72+2,74+2,73+2,73+2,73+2,74+2,74+2,71+2,71+2,71+2,74+2
227174,https://sofifa.com/player/227174/matty-cash/210002/,M. Cash,Matty Cash,22,1997-08-07,181,70,England,Aston Villa,English Premier League,1,75,82,11000000,38000,RM,Right,1,3,3,High/ High,Normal (170-185),No,17900000,#Engine,RB,2,,2020-09-03,2025,"66 Finishing
","51 Heading Accuracy
",81,63,65,71,70,65,,,,,,,Speed Dribbler (AI),69,66,51,65,48,70,64,48,62,69,78,84,86,71,67,64,80,89,56,64,56,72,61,67,44,70,68,75,74,15,16,13,13,8,65+2,65+2,65+2,70+0,68+0,68+0,68+0,70+0,68+2,68+2,68+2,70+2,68+2,68+2,68+2,70+2,73+2,69+2,69+2,69+2,73+2,73+2,67+2,67+2,67+2,73+2
218659,https://sofifa.com/player/218659/matt-targett/210002/,M. Targett,Matt Targett,24,1995-09-18,181,70,England,Aston Villa,English Premier League,1,76,81,10500000,40000,LWB,Left,1,2,3,High/ Medium,Normal (170-185),Yes,17800000,,LB,18,,2019-07-01,2023,"40 Finishing
","60 Heading Accuracy
",72,46,70,70,73,68,,,,,,,Early Crosser,81,40,60,73,40,69,77,62,62,74,70,74,69,74,63,65,61,78,65,38,63,77,62,62,51,65,73,74,71,10,15,8,11,14,61+2,61+2,61+2,67+0,65+0,65+0,65+0,67+0,65+2,65+2,65+2,69+2,68+2,68+2,68+2,69+2,75+2,72+2,72+2,72+2,75+2,74+2,70+2,70+2,70+2,74+2
236499,https://sofifa.com/player/236499/douglas-luiz-soares-de-paulo/210002/,Douglas Luiz,Douglas Luiz Soares de Paulo,22,1998-05-09,181,70,Brazil,Aston Villa,English Premier League,1,75,83,12000000,38000,CM,Right,1,2,3,High/ Medium,Normal (170-185),Yes,18900000,,CDM,6,,2019-07-25,2023,"64 Finishing
","62 Heading Accuracy
",66,67,73,74,71,70,,,,,,,"Finesse Shot, Long Shot Taker (AI)",69,64,62,77,58,72,66,63,76,75,65,66,74,80,74,76,66,73,68,76,74,72,52,72,44,73,68,75,72,12,6,13,10,7,68+2,68+2,68+2,70+0,70+0,70+0,70+0,70+0,71+2,71+2,71+2,71+2,73+2,73+2,73+2,71+2,72+2,74+2,74+2,74+2,72+2,72+2,71+2,71+2,71+2,72+2
207948,https://sofifa.com/player/207948/bertrand-traore/210002/,B. Traoré,Bertrand Isidore Traoré,24,1995-09-06,181,70,Burkina Faso,Aston Villa,English Premier League,1,76,79,10000000,49000,RM,Left,2,1,4,High/ Medium,Lean (170-185),Yes,19800000,,SUB,15,,2020-09-19,2024,"72 Finishing
","66 Heading Accuracy
",82,71,71,82,47,66,,,,,,,"Finesse Shot, Flair, Speed Dribbler (AI), Outside Foot Shot, Technical Dribbler (AI)",69,72,66,74,72,82,79,73,67,86,81,82,88,69,59,73,81,68,65,66,60,54,72,68,69,69,47,40,37,11,7,7,13,12,74+2,74+2,74+2,76+0,76+0,76+0,76+0,76+0,76+2,76+2,76+2,76+2,71+2,71+2,71+2,76+2,63+2,61+2,61+2,61+2,63+2,61+2,56+2,56+2,56+2,61+2
221697,https://sofifa.com/player/221697/ollie-watkins/210002/,O. Watkins,Ollie Watkins,24,1995-12-30,181,70,England,Aston Villa,English Premier League,1,76,81,11500000,49000,RW,Right,1,4,3,High/ High,Normal (170-185),No,20700000,,ST,11,,2020-09-09,2025,"77 Finishing
","80 Heading Accuracy
",83,73,68,74,46,67,,,,,,,Speed Dribbler (AI),67,77,80,70,60,73,63,56,59,73,79,86,79,74,73,74,83,82,71,69,34,44,79,74,60,62,40,46,36,14,14,14,6,10,76+2,76+2,76+2,74+0,75+0,75+0,75+0,74+0,74+2,74+2,74+2,74+2,69+2,69+2,69+2,74+2,62+2,58+2,58+2,58+2,62+2,60+2,55+2,55+2,55+2,60+2
232381,https://sofifa.com/player/232381/wesley-moraes-ferreira-da-silva/210002/,Wesley,Wesley Moraes Ferreira da Silva,23,1996-11-26,181,70,Brazil,Aston Villa,English Premier League,1,76,81,11500000,49000,ST,Right,1,3,3,High/ High,Stocky (185+),Yes,20700000,#Strength,SUB,9,,2019-07-01,2024,"74 Finishing
","75 Heading Accuracy
",69,76,67,70,38,84,,,,,,,,58,74,75,72,74,71,57,49,68,77,61,76,53,73,45,84,70,75,91,72,83,37,77,71,69,76,35,37,15,12,13,14,8,6,76+2,76+2,76+2,71+0,74+0,74+0,74+0,71+0,72+2,72+2,72+2,71+2,69+2,69+2,69+2,71+2,55+2,58+2,58+2,58+2,55+2,52+2,54+2,54+2,54+2,52+2
183427,https://sofifa.com/player/183427/fabian-delph/210002/,F. Delph,Fabian Delph,30,1989-11-21,181,70,England,Everton,English Premier League,1,77,77,9000000,65000,LB,Left,2,3,3,Medium/ High,Lean (170-185),Yes,14300000,,SUB,8,,2019-07-15,2022,"60 Finishing
","60 Heading Accuracy
",66,68,74,76,73,71,,,,,,,"Injury Prone, Long Shot Taker (AI)",73,60,60,80,56,73,72,53,76,80,66,66,77,77,85,82,67,76,64,74,84,76,68,71,65,75,70,77,75,10,9,14,11,6,70+2,70+2,70+2,72+0,72+0,72+0,72+0,72+0,74+2,74+2,74+2,73+2,76+1,76+1,76+1,73+2,75+2,76+1,76+1,76+1,75+2,74+2,73+2,73+2,73+2,74+2
185422,https://sofifa.com/player/185422/joshua-king/210002/,J. King,Joshua Christian Kojo King,28,1992-01-15,181,70,Norway,Bournemouth,English Premier League,1,77,77,11000000,19000,LM,Right,1,3,4,Medium/ Medium,Normal (170-185),Yes,17100000,,SUB,27,,2015-07-01,2021,SUB,7,87,77,68,78,38,76,,,,,,,"Flair, Speed Dribbler (AI)",65,77,68,73,73,79,70,53,62,78,84,90,74,77,74,78,72,76,77,76,73,34,77,71,81,77,33,39,27,12,9,11,12,7,77+0,77+0,77+0,77+0,77+0,77+0,77+0,77+0,76+1,76+1,76+1,76+1,70+2,70+2,70+2,76+1,60+2,58+2,58+2,58+2,60+2,57+2,53+2,53+2,53+2,57+2
212602,https://sofifa.com/player/212602/diego-javier-llorente-rios/210002/,Diego Llorente,Diego Javier Llorente Ríos,26,1993-08-16,181,70,Spain,Real Sociedad,English Premier League,1,76,79,8500000,24000,CB,Right,1,3,2,Medium/ Medium,Lean (185+),Yes,18500000,,SUB,3,,2017-07-01,2022,"39 Finishing
","77 Heading Accuracy
",71,40,62,67,74,76,,,,,,,,55,39,77,75,31,60,30,35,72,76,69,72,69,75,62,45,82,69,76,37,83,82,43,51,53,67,68,72,76,8,12,11,9,7,58+2,58+2,58+2,61+0,60+0,60+0,60+0,61+0,62+2,62+2,62+2,63+2,66+2,66+2,66+2,63+2,71+2,74+2,74+2,74+2,71+2,72+2,76+2,76+2,76+2,72+2
232223,https://sofifa.com/player/232223/konstantinos-tsimikas/210002/,K. Tsimikas,Konstantinos Tsimikas,24,1996-05-12,181,70,Greece,Liverpool,English Premier League,1,76,81,10500000,55000,LWB,Left,1,3,3,High/ High,Normal (170-185),No,17300000,,SUB,21,,2020-08-10,2025,SUB,7,87,58,70,73,69,76,,,,,,,"Speed Dribbler (AI), Team Player",77,50,54,70,40,72,74,69,67,72,89,86,79,72,74,70,75,85,72,65,77,69,70,65,55,67,70,73,71,8,12,8,13,10,66+2,66+2,66+2,71+0,69+0,69+0,69+0,71+0,70+2,70+2,70+2,73+2,70+2,70+2,70+2,73+2,75+2,71+2,71+2,71+2,75+2,74+2,70+2,70+2,70+2,74+2
232104,https://sofifa.com/player/232104/daniel-james/210002/,D. James,Daniel James,22,1997-11-10,181,70,Wales,Manchester United,English Premier League,1,77,83,17000000,81000,LM,Right,1,4,3,High/ High,Normal (170-),Yes,25200000,"#Speedster, #Engine",SUB,21,,2019-06-12,2024,LM,20,95,70,69,77,43,63,,,,,,,"Long Shot Taker (AI), Speed Dribbler (AI)",73,68,44,73,58,75,71,54,59,76,96,95,85,76,81,79,53,86,50,69,68,42,74,68,64,70,50,39,34,7,6,11,15,9,71+2,71+2,71+2,76+0,75+0,75+0,75+0,76+0,74+2,74+2,74+2,76+2,69+2,69+2,69+2,76+2,65+2,59+2,59+2,59+2,65+2,61+2,51+2,51+2,51+2,61+2
