,ID,Name,Age,Photo,Nationality,Flag,Overall,Potential,Club,Club Logo,Value,Wage,Special,Preferred Foot,Weak Foot,Skill Moves,International Reputation,Work Rate,Body Type,Real Face,Release Clause,Position,Jersey Number,Joined,Contract Valid Until,Height,Weight,LS,ST,RS,LW,LF,CF,RF,RW,LAM,CAM,RAM,LM,LCM,CM,RCM,RM,LWB,LDM,CDM,RDM,RWB,LB,LCB,CB,RCB,RB,GK,Likes,Dislikes,Following,Crossing,Finishing,Heading Accuracy,Short Passing,Volleys,Dribbling,Curve,FK Accuracy,Long Passing,Ball Control,Acceleration,Sprint Speed,Agility,Reactions,Balance,Shot Power,Jumping,Stamina,Strength,Long Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Defensive Awareness,Standing Tackle,Sliding Tackle,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes
263,240699,Nicolás De la Cruz,23,https://cdn.sofifa.com/players/240/699/21_60.png,Uruguay,https://cdn.sofifa.com/flags/uy.png,78,85,River Plate,https://cdn.sofifa.com/teams/1876/30.png,€28M,€17K,2180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,238476,Dan-Axel Zagadou,21,https://cdn.sofifa.com/players/238/476/21_60.png,France,https://cdn.sofifa.com/flags/fr.png,79,86,Borussia Dortmund,https://cdn.sofifa.com/teams/22/30.png,€33M,€38K,1638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,221363,Donny van de Beek,23,https://cdn.sofifa.com/players/221/363/21_60.png,Netherlands,https://cdn.sofifa.com/flags/nl.png,83,87,Manchester United,https://cdn.sofifa.com/teams/11/30.png,€52M,€125K,2175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,242602,Josha Vagnoman,19,https://cdn.sofifa.com/players/242/602/21_60.png,Germany,https://cdn.sofifa.com/flags/de.png,69,83,Hamburger SV,https://cdn.sofifa.com/teams/28/30.png,€3.2M,€4K,1736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,197445,David Alaba,28,https://cdn.sofifa.com/players/197/445/21_60.png,Austria,https://cdn.sofifa.com/flags/at.png,84,84,FC Bayern München,https://cdn.sofifa.com/teams/21/30.png,€36.5M,€105K,2248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,245278,Tomás Franco Tavares,19,https://cdn.sofifa.com/players/245/278/21_60.png,Portugal,https://cdn.sofifa.com/flags/pt.png,73,85,Deportivo Alavés,https://cdn.sofifa.com/teams/463/30.png,€7M,€5K,1832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,236632,David Neres Campos,23,https://cdn.sofifa.com/players/236/632/21_60.png,Brazil,https://cdn.sofifa.com/flags/br.png,80,84,Ajax,https://cdn.sofifa.com/teams/245/30.png,€30M,€21K,1934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,209499,Fábio Henrique Tavares,26,https://cdn.sofifa.com/players/209/499/21_60.png,Brazil,https://cdn.sofifa.com/flags/br.png,87,89,Liverpool,https://cdn.sofifa.com/teams/9/30.png,€88.5M,€155K,2175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,209331,Mohamed Salah,28,https://cdn.sofifa.com/players/209/331/21_60.png,Egypt,https://cdn.sofifa.com/flags/eg.png,90,90,Liverpool,https://cdn.sofifa.com/teams/9/30.png,€120.5M,€250K,2211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,225850,Presnel Kimpembe,24,https://cdn.sofifa.com/players/225/850/21_60.png,France,https://cdn.sofifa.com/flags/fr.png,83,88,Paris Saint-Germain,https://cdn.sofifa.com/teams/73/30.png,€49.5M,€82K,1905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,233848,Jens Petter Hauge,20,https://cdn.sofifa.com/players/233/848/21_60.png,Norway,https://cdn.sofifa.com/flags/no.png,75,84,Milan,https://cdn.sofifa.com/teams/47/30.png,€12.5M,€25K,1849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,252038,Romário Manuel Silva Baró,20,https://cdn.sofifa.com/players/252/038/21_60.png,Portugal,https://cdn.sofifa.com/flags/pt.png,73,85,FC Porto,https://cdn.sofifa.com/teams/236/30.png,€7.5M,€8K,1839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,198717,Wilfried Zaha,27,https://cdn.sofifa.com/players/198/717/21_60.png,Ivory Coast,https://cdn.sofifa.com/flags/ci.png,83,83,Crystal Palace,https://cdn.sofifa.com/teams/1799/30.png,€39.5M,€89K,1970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,232270,Timothy Fosu-Mensah,22,https://cdn.sofifa.com/players/232/270/21_60.png,Netherlands,https://cdn.sofifa.com/flags/nl.png,73,81,Manchester United,https://cdn.sofifa.com/teams/11/30.png,€6.5M,€55K,1886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,241496,Timothy Weah,20,https://cdn.sofifa.com/players/241/496/21_60.png,United States,https://cdn.sofifa.com/flags/us.png,70,82,LOSC Lille,https://cdn.sofifa.com/teams/65/30.png,€3.9M,€15K,1743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,231352,Tammy Abraham,22,https://cdn.sofifa.com/players/231/352/21_60.png,England,https://cdn.sofifa.com/flags/gb-eng.png,78,85,Chelsea,https://cdn.sofifa.com/teams/5/30.png,€29M,€77K,1771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,231554,James Justin,22,https://cdn.sofifa.com/players/231/554/21_60.png,England,https://cdn.sofifa.com/flags/gb-eng.png,76,81,Leicester City,https://cdn.sofifa.com/teams/95/30.png,€11M,€52K,1893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,203376,Virgil van Dijk,28,https://cdn.sofifa.com/players/203/376/21_60.png,Netherlands,https://cdn.sofifa.com/flags/nl.png,90,91,Liverpool,https://cdn.sofifa.com/teams/9/30.png,€113M,€210K,2112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,244260,Daniel Olmo Carvajal,22,https://cdn.sofifa.com/players/244/260/21_60.png,Spain,https://cdn.sofifa.com/flags/es.png,79,87,RB Leipzig,https://cdn.sofifa.com/teams/112172/30.png,€39.5M,€48K,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,247827,Michael Olise,18,https://cdn.sofifa.com/players/247/827/21_60.png,France,https://cdn.sofifa.com/flags/fr.png,70,84,Reading,https://cdn.sofifa.com/teams/1793/30.png,€3.7M,€3K,1787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,218667,Bernardo Mota Carvalho e Silva,25,https://cdn.sofifa.com/players/218/667/21_60.png,Portugal,https://cdn.sofifa.com/flags/pt.png,86,87,Manchester City,https://cdn.sofifa.com/teams/10/30.png,€81M,€195K,2119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,236506,Marcos Senesi,23,https://cdn.sofifa.com/players/236/506/21_60.png,Argentina,https://cdn.sofifa.com/flags/ar.png,78,85,Feyenoord,https://cdn.sofifa.com/teams/246/30.png,€26M,€13K,1731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,234742,Harvey Barnes,22,https://cdn.sofifa.com/players/234/742/21_60.png,England,https://cdn.sofifa.com/flags/gb-eng.png,80,85,Leicester City,https://cdn.sofifa.com/teams/95/30.png,€32.5M,€84K,1945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,247377,Marcos Antonio Silva Santos,20,https://cdn.sofifa.com/players/247/377/21_60.png,Brazil,https://cdn.sofifa.com/flags/br.png,73,86,Shakhtar Donetsk,https://cdn.sofifa.com/teams/101059/30.png,€7.5M,€650,1851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,211300,Anthony Martial,24,https://cdn.sofifa.com/players/211/300/21_60.png,France,https://cdn.sofifa.com/flags/fr.png,83,87,Manchester United,https://cdn.sofifa.com/teams/11/30.png,€52.5M,€140K,2057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,209658,Leon Goretzka,25,https://cdn.sofifa.com/players/209/658/21_60.png,Germany,https://cdn.sofifa.com/flags/de.png,85,88,FC Bayern München,https://cdn.sofifa.com/teams/21/30.png,€71M,€110K,2275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,243854,Mohamed Simakan,20,https://cdn.sofifa.com/players/243/854/21_60.png,France,https://cdn.sofifa.com/flags/fr.png,73,83,RC Strasbourg Alsace,https://cdn.sofifa.com/teams/76/30.png,€6M,€15K,1714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,235883,Ryan Sessegnon,20,https://cdn.sofifa.com/players/235/883/21_60.png,England,https://cdn.sofifa.com/flags/gb-eng.png,74,85,TSG 1899 Hoffenheim,https://cdn.sofifa.com/teams/10029/30.png,€9M,€41K,1934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,155862,Sergio Ramos García,34,https://cdn.sofifa.com/players/155/862/21_60.png,Spain,https://cdn.sofifa.com/flags/es.png,89,89,Real Madrid,https://cdn.sofifa.com/teams/243/30.png,€33.5M,€300K,2258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,205600,Samuel Umtiti,26,https://cdn.sofifa.com/players/205/600/21_60.png,France,https://cdn.sofifa.com/flags/fr.png,83,86,FC Barcelona,https://cdn.sofifa.com/teams/241/30.png,€42M,€170K,2051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,227950,Yeray Álvarez López,25,https://cdn.sofifa.com/players/227/950/21_60.png,Spain,https://cdn.sofifa.com/flags/es.png,80,83,Athletic Club de Bilbao,https://cdn.sofifa.com/teams/448/30.png,€25M,€26K,1882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,247649,Jarrad Branthwaite,18,https://cdn.sofifa.com/players/247/649/21_60.png,England,https://cdn.sofifa.com/flags/gb-eng.png,63,85,Everton,https://cdn.sofifa.com/teams/7/30.png,€1.5M,€4K,1374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,228093,Marcus Thuram,22,https://cdn.sofifa.com/players/228/093/21_60.png,France,https://cdn.sofifa.com/flags/fr.png,80,86,Borussia Mönchengladbach,https://cdn.sofifa.com/teams/23/30.png,€34M,€39K,1978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,238067,Nicolò Zaniolo,20,https://cdn.sofifa.com/players/238/067/21_60.png,Italy,https://cdn.sofifa.com/flags/it.png,76,86,Roma,https://cdn.sofifa.com/teams/52/30.png,€16.5M,€33K,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,250959,Angelo Stiller,19,https://cdn.sofifa.com/players/250/959/21_60.png,Germany,https://cdn.sofifa.com/flags/de.png,65,82,Bayern München II,https://cdn.sofifa.com/teams/110679/30.png,€1.8M,€1K,1768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,251810,Brian Brobbey,18,https://cdn.sofifa.com/players/251/810/21_60.png,Netherlands,https://cdn.sofifa.com/flags/nl.png,65,82,Ajax,https://cdn.sofifa.com/teams/245/30.png,€1.8M,€2K,1598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,247257,Roger Ibañez Da Silva,21,https://cdn.sofifa.com/players/247/257/21_60.png,Brazil,https://cdn.sofifa.com/flags/br.png,74,85,Roma,https://cdn.sofifa.com/teams/52/30.png,€9M,€26K,1619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,245902,Troy Parrott,18,https://cdn.sofifa.com/players/245/902/21_60.png,Republic of Ireland,https://cdn.sofifa.com/flags/ie.png,66,85,Millwall,https://cdn.sofifa.com/teams/97/30.png,€2.2M,€9K,1619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,256612,F. Evanilson de Lima Barbosa,20,https://cdn.sofifa.com/players/256/612/21_60.png,Brazil,https://cdn.sofifa.com/flags/br.png,73,86,FC Porto,https://cdn.sofifa.com/teams/236/30.png,€7.5M,€9K,1670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,242364,Aliou Traoré,19,https://cdn.sofifa.com/players/242/364/21_60.png,France,https://cdn.sofifa.com/flags/fr.png,62,80,Stade Malherbe Caen,https://cdn.sofifa.com/teams/210/30.png,€1M,€9K,1682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,204970,Florian Thauvin,27,https://cdn.sofifa.com/players/204/970/21_60.png,France,https://cdn.sofifa.com/flags/fr.png,82,82,Olympique de Marseille,https://cdn.sofifa.com/teams/219/30.png,€32.5M,€59K,2070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,241084,Luis Díaz,23,https://cdn.sofifa.com/players/241/084/21_60.png,Colombia,https://cdn.sofifa.com/flags/co.png,78,84,FC Porto,https://cdn.sofifa.com/teams/236/30.png,€22M,€14K,1905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,213648,Pierre-Emile Højbjerg,24,https://cdn.sofifa.com/players/213/648/21_60.png,Denmark,https://cdn.sofifa.com/flags/dk.png,82,86,Tottenham Hotspur,https://cdn.sofifa.com/teams/18/30.png,€40M,€85K,2091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,226790,Wilfred Ndidi,23,https://cdn.sofifa.com/players/226/790/21_60.png,Nigeria,https://cdn.sofifa.com/flags/ng.png,84,88,Leicester City,https://cdn.sofifa.com/teams/95/30.png,€55M,€95K,2132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,237086,Min Jae Kim,23,https://cdn.sofifa.com/players/237/086/21_60.png,Korea Republic,https://cdn.sofifa.com/flags/kr.png,74,81,Beijing Sinobo Guoan FC,https://cdn.sofifa.com/teams/111768/30.png,€8M,€14K,1685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,226271,Fabián Ruiz Peña,24,https://cdn.sofifa.com/players/226/271/21_60.png,Spain,https://cdn.sofifa.com/flags/es.png,82,88,Napoli,https://cdn.sofifa.com/teams/48/30.png,€48M,€70K,2105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,241095,Nikola Vlašić,22,https://cdn.sofifa.com/players/241/095/21_60.png,Croatia,https://cdn.sofifa.com/flags/hr.png,80,86,PFC CSKA Moscow,https://cdn.sofifa.com/teams/315/30.png,€34M,€47K,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,253177,Yunus Musah,17,https://cdn.sofifa.com/players/253/177/21_60.png,United States,https://cdn.sofifa.com/flags/us.png,67,82,Valencia CF,https://cdn.sofifa.com/teams/461/30.png,€2.3M,€1K,1807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,207494,Jesse Lingard,27,https://cdn.sofifa.com/players/207/494/21_60.png,England,https://cdn.sofifa.com/flags/gb-eng.png,77,77,Manchester United,https://cdn.sofifa.com/teams/11/30.png,€11M,€95K,2064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,245903,Harvey White,18,https://cdn.sofifa.com/players/245/903/21_60.png,England,https://cdn.sofifa.com/flags/gb-eng.png,60,80,Tottenham Hotspur,https://cdn.sofifa.com/teams/18/30.png,€650K,€3K,1736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,193165,Jesús Corona,27,https://cdn.sofifa.com/players/193/165/21_60.png,Mexico,https://cdn.sofifa.com/flags/mx.png,84,84,FC Porto,https://cdn.sofifa.com/teams/236/30.png,€45M,€25K,2192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,237995,Diego Lainez,20,https://cdn.sofifa.com/players/237/995/21_60.png,Mexico,https://cdn.sofifa.com/flags/mx.png,72,83,Real Betis,https://cdn.sofifa.com/teams/449/30.png,€5M,€12K,1831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,222514,Freddie Woodman,23,https://cdn.sofifa.com/players/222/514/21_60.png,England,https://cdn.sofifa.com/flags/gb-eng.png,73,82,Swansea City,https://cdn.sofifa.com/teams/1960/30.png,€6M,€19K,1150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,230666,Gabriel Fernando de Jesus,23,https://cdn.sofifa.com/players/230/666/21_60.png,Brazil,https://cdn.sofifa.com/flags/br.png,83,87,Manchester City,https://cdn.sofifa.com/teams/10/30.png,€52.5M,€150K,2078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,239368,Mitchel Bakker,20,https://cdn.sofifa.com/players/239/368/21_60.png,Netherlands,https://cdn.sofifa.com/flags/nl.png,71,81,Paris Saint-Germain,https://cdn.sofifa.com/teams/73/30.png,€3.9M,€26K,1748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,189461,Jack Wilshere,28,https://cdn.sofifa.com/players/189/461/21_60.png,England,https://cdn.sofifa.com/flags/gb-eng.png,76,76,West Ham United,https://cdn.sofifa.com/teams/19/30.png,€7.5M,€39K,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,208722,Sadio Mané,28,https://cdn.sofifa.com/players/208/722/21_60.png,Senegal,https://cdn.sofifa.com/flags/sn.png,90,90,Liverpool,https://cdn.sofifa.com/teams/9/30.png,€120.5M,€250K,2208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,236988,Eddie Nketiah,21,https://cdn.sofifa.com/players/236/988/21_60.png,England,https://cdn.sofifa.com/flags/gb-eng.png,74,82,Arsenal,https://cdn.sofifa.com/teams/1/30.png,€9.5M,€48K,1713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,251341,Marley Aké,19,https://cdn.sofifa.com/players/251/341/21_60.png,France,https://cdn.sofifa.com/flags/fr.png,70,82,Olympique de Marseille,https://cdn.sofifa.com/teams/219/30.png,€3.8M,€13K,1787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,210413,Alessio Romagnoli,25,https://cdn.sofifa.com/players/210/413/21_60.png,Italy,https://cdn.sofifa.com/flags/it.png,83,86,Milan,https://cdn.sofifa.com/teams/47/30.png,€43M,€51K,1782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,259422,Nicolás Serrano Galdeano,17,https://cdn.sofifa.com/players/259/422/21_60.png,Spain,https://cdn.sofifa.com/flags/es.png,57,81,Athletic Club de Bilbao,https://cdn.sofifa.com/teams/448/30.png,€525K,€750,1402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,221841,Adam Armstrong,23,https://cdn.sofifa.com/players/221/841/21_60.png,England,https://cdn.sofifa.com/flags/gb-eng.png,75,81,Blackburn Rovers,https://cdn.sofifa.com/teams/3/30.png,€9M,€38K,1954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,195859,Danny Ings,27,https://cdn.sofifa.com/players/195/859/21_60.png,England,https://cdn.sofifa.com/flags/gb-eng.png,82,82,Southampton,https://cdn.sofifa.com/teams/17/30.png,€33M,€82K,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,236496,Mattéo Guendouzi,21,https://cdn.sofifa.com/players/236/496/21_60.png,France,https://cdn.sofifa.com/flags/fr.png,77,86,Hertha BSC,https://cdn.sofifa.com/teams/166/30.png,€22.5M,€46K,2052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,260247,Morgan Rogers,17,https://cdn.sofifa.com/players/260/247/21_60.png,England,https://cdn.sofifa.com/flags/gb-eng.png,63,84,Lincoln City,https://cdn.sofifa.com/teams/149/30.png,€1.5M,€650,1614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,220697,James Maddison,23,https://cdn.sofifa.com/players/220/697/21_60.png,England,https://cdn.sofifa.com/flags/gb-eng.png,81,85,Leicester City,https://cdn.sofifa.com/teams/95/30.png,€37M,€82K,2070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,231866,Rodrigo Hernández Cascante,24,https://cdn.sofifa.com/players/231/866/21_60.png,Spain,https://cdn.sofifa.com/flags/es.png,85,88,Manchester City,https://cdn.sofifa.com/teams/10/30.png,€66.5M,€145K,2091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,245158,Luis Javier Suárez,22,https://cdn.sofifa.com/players/245/158/21_60.png,Colombia,https://cdn.sofifa.com/flags/co.png,76,85,Granada CF,https://cdn.sofifa.com/teams/110832/30.png,€17M,€24K,1934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,224520,Ryan Kent,23,https://cdn.sofifa.com/players/224/520/21_60.png,England,https://cdn.sofifa.com/flags/gb-eng.png,75,81,Rangers FC,https://cdn.sofifa.com/teams/86/30.png,€9M,€44K,1767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,250954,Chris Richards,20,https://cdn.sofifa.com/players/250/954/21_60.png,United States,https://cdn.sofifa.com/flags/us.png,67,83,FC Bayern München,https://cdn.sofifa.com/teams/21/30.png,€2.5M,€13K,1559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
