player_id,position,birthday,country,weight,height,foot,sta_Num_leagues,sta_Num_team
14949,D,1992-09-11,Japan,73,184,,1,1
14950,D,1997-04-07,Japan,75,178,right,3,3
14951,D,1992-07-02,Japan,70,177,left,3,4
14952,G,1995-02-09,Japan,81,187,,1,1
14953,D,1994-10-20,Japan,76,180,,1,2
14954,F,1993-06-25,Japan,70,176,right,3,4
14955,F,1988-01-13,Japan,68,175,right,2,4
14956,M,1991-04-17,Japan,65,168,,2,3
14957,M,1990-09-28,Japan,68,176,right,2,4
14958,D,1992-07-27,Japan,64,170,,2,2
14959,G,1988-08-22,Australia,78,193,right,2,9
14960,D,2001-01-17,Japan,63,166,,2,1
14961,F,1997-02-25,Japan,68,165,,4,3
14962,M,1989-07-05,Japan,68,170,both,4,4
149621,G,NaN,NaN,NaN,NaN,NaN,2,4
14963,D,1989-06-16,Japan,75,182,left,2,4
14964,F,1994-11-17,Japan,66,175,left,2,5
14965,D,1990-02-17,Japan,72,168,both,2,4
14966,D,1996-03-24,Japan,77,184,right,2,3
14967,M,1991-12-25,Japan,70,175,right,3,3
14968,M,1990-12-03,Japan,71,177,right,2,4
14969,F,1994-09-11,Brazil,69,167,left,2,7
14970,G,1987-06-30,Japan,82,190,right,2,6
14971,M,1995-04-13,Japan,70,172,right,2,2
14972,D,2000-12-26,Japan,76,187,,2,1
14973,M,1993-05-19,Brazil,82,183,left,3,6
14974,F,1993-07-15,Brazil,68,170,left,2,6
14975,F,1992-09-20,Japan,82,187,left,2,5
14976,M,1996-03-06,Japan,68,174,,1,2
14977,G,1987-07-06,Republic of Korea,82,192,right,1,2
14978,M,1989-08-14,Japan,68,171,right,2,4
14979,D,2000-06-07,Japan,72,183,,3,4
14980,M,1990-03-30,Argentina,78,178,right,2,3
14981,M,1996-10-22,Japan,63,170,,3,2
14982,F,1994-08-02,Brazil,82,184,right,2,9
14983,M,1989-11-12,Japan,66,172,right,2,8
14984,D,1991-07-24,Japan,69,171,right,2,4
14985,D,1990-09-02,Japan,73,178,left,2,1
14986,D,1991-01-29,Croatia,83,187,right,2,7
14987,D,1993-08-06,Japan,73,183,,2,1
14988,G,1999-01-15,Japan,80,195,,NaN,2
14989,F,2002-02-21,Japan,70,181,,4,3
14990,F,1986-06-16,Japan,80,187,left,2,6
14991,F,1994-09-09,Japan,64,171,right,3,5
14992,F,1990-01-03,Japan,68,177,right,2,5
14993,D,1991-11-30,Japan,77,180,right,2,2
14994,M,1996-02-24,Brazil,74,188,right,4,6
14995,G,1989-08-27,Japan,74,182,,2,3
14996,D,1999-02-26,Japan,65,169,,2,4
14997,D,1992-06-18,Japan,73,175,right,2,4
14998,D,2000-05-30,Japan,61,165,,3,3
14999,D,1995-05-07,Japan,74,174,,2,1
15,D,1985-08-02,Brazil,86,191,right,3,3
150,F,2000-05-31,Mexico,65,172,,2,1
15000,D,1989-08-17,Japan,78,182,right,2,4
15001,M,1992-05-01,Japan,65,170,right,1,4
15002,M,1990-07-04,Japan,64,168,right,1,4
15003,F,1988-02-23,Norway,65,173,right,5,12
15004,M,1999-01-10,Japan,66,166,right,3,3
15005,G,2000-11-22,Japan,84,190,,1,5
15006,F,1998-06-11,Japan,70,173,,2,6
15007,M,1991-05-30,Japan,68,173,right,2,3
15008,M,1987-02-23,Japan,67,169,right,2,5
15009,D,1989-08-04,Japan,76,180,left,2,4
15010,F,1991-02-27,Japan,89,196,right,2,8
15011,G,1990-09-30,Republic of Korea,84,187,right,3,7
15012,D,1998-10-28,Japan,71,182,,3,2
15013,M,1991-08-17,Brazil,74,174,right,3,2
15014,F,1987-01-12,Brazil,83,183,right,3,6
15015,M,1988-08-02,Japan,69,175,right,3,4
15016,D,1985-07-28,Japan,76,179,right,3,5
15017,D,1990-05-04,Japan,70,170,right,3,4
15018,D,1986-09-30,Japan,79,184,right,3,5
15019,M,1992-05-31,Japan,67,175,right,3,3
15020,F,1994-03-26,Kenya,85,193,left,4,5
15021,F,1994-02-07,Japan,67,170,right,3,3
15022,G,1997-05-20,Japan,83,190,right,1,1
15023,M,1984-11-06,Japan,67,174,right,2,1
15024,D,1993-04-11,Japan,80,187,right,2,5
15025,D,1992-04-30,Japan,74,177,right,2,3
15026,M,1997-04-15,Brazil,74,175,,3,6
15027,F,1994-01-02,Japan,68,177,right,3,4
15028,G,1985-01-04,Republic of Korea,91,191,right,4,6
15029,F,1989-07-22,Brazil,84,187,right,4,10
15030,M,1995-06-11,Japan,65,172,,3,1
15031,M,1993-01-23,Japan,64,168,right,5,4
15032,M,1986-06-13,Japan,70,173,left,4,9
15033,M,1991-07-15,Japan,75,183,right,4,2
15034,D,1990-11-13,Japan,68,168,left,3,1
15035,M,1998-09-10,Japan,69,177,,5,2
15036,D,1994-03-05,Brazil,84,186,right,2,7
15037,M,1994-03-07,Japan,60,164,right,3,3
15038,D,1993-12-22,Japan,72,178,right,2,2
15039,G,1986-08-30,Japan,80,186,right,NaN,6
15040,F,1987-09-23,Japan,72,177,right,4,3
15041,M,1989-12-02,Japan,80,186,right,3,5
15042,F,1997-11-21,Japan,70,171,,2,4
15043,M,1995-05-10,Japan,75,177,,4,2
15044,M,1997-05-20,Japan,71,178,,2,5
15045,D,1992-04-05,Japan,73,178,left,4,4
15046,M,2000-06-15,England,0,0,,3,5
1506,M,1995-05-22,France,64,185,right,3,9
15074,F,1995-01-26,Czech Republic,98,199,right,4,9
15096,F,2001-02-22,England,66,181,,3,1
151,M,1991-10-17,Mexico,70,174,right,3,5
15104,M,1990-10-02,Republic of Korea,66,174,,2,4
15122,G,1996-03-16,Japan,72,181,,3,4
15123,M,1996-04-01,Japan,82,186,,3,3
15124,F,1986-04-16,Republic of Korea,75,180,,2,3
15125,M,2001-06-01,Japan,65,170,,2,1
15126,M,2001-05-10,Japan,64,170,,2,1
15127,M,1997-04-11,Japan,65,170,,2,1
151276,F,NaN,NaN,NaN,NaN,NaN,NaN,3
15128,D,1993-04-27,Brazil,84,184,left,2,10
151285,D,NaN,NaN,NaN,NaN,NaN,NaN,2
15129,M,1993-08-18,Japan,72,175,right,3,7
15130,D,1995-04-29,Japan,62,171,left,3,4
15131,F,1995-04-24,Japan,64,171,,3,3
15132,M,1991-08-10,Republic of Korea,69,177,right,2,3
15133,G,1990-08-03,Japan,87,191,right,2,5
15134,M,1993-01-12,Brazil,72,181,right,3,5
15135,D,1985-11-15,Japan,72,176,right,1,3
15136,F,1994-04-04,Japan,74,171,right,3,5
15137,F,1985-04-11,Japan,79,185,right,2,7
15138,M,1982-01-07,NaN,72,173,right,2,3
15139,M,1987-10-17,Japan,75,184,right,2,4
15140,D,1993-01-16,France,80,175,left,3,5
151499,D,NaN,NaN,NaN,NaN,NaN,1,2
15150,D,1993-09-09,Spain,75,187,right,3,8
151519,M,NaN,NaN,NaN,NaN,NaN,NaN,3
151523,M,NaN,NaN,NaN,NaN,NaN,NaN,1
151528,,NaN,NaN,NaN,NaN,NaN,NaN,2
151536,F,NaN,NaN,NaN,NaN,NaN,NaN,1
151546,G,NaN,NaN,NaN,NaN,NaN,1,4
15155,D,1991-10-29,England,71,176,right,3,7
15161,M,1999-08-13,Spain,0,169,right,3,5
15162,D,1993-08-16,Spain,75,186,right,4,10
15163,D,1996-08-04,Spain,73,174,right,3,2
15168,F,1997-06-15,Iceland,80,177,right,8,9
15172,M,1990-12-10,NaN,76,180,right,4,10
15173,D,1993-01-31,England,86,186,right,3,7
151806,M,NaN,NaN,NaN,NaN,NaN,2,3
15192,M,2000-03-14,Argentina,69,169,both,3,2
15198,G,1983-04-03,France,84,188,right,1,11
15199,M,1987-04-29,France,79,183,left,3,8
15200,F,1997-05-13,Algeria,65,168,both,3,3
15201,G,1988-05-24,Serbia,80,186,right,1,7
15202,F,1991-12-05,Belgium,76,186,right,4,3
15203,D,1996-03-20,France,79,178,left,3,2
15204,F,2000-11-30,France,0,181,,2,3
15205,D,1992-08-22,France,75,188,right,3,7
15206,M,1989-03-15,Portugal,69,175,right,10,9
15208,G,1990-10-28,France,85,185,right,2,8
15209,M,1998-06-12,France,73,177,left,6,6
15212,M,1986-04-20,Belgium,69,167,right,1,5
15214,M,1998-05-30,France,75,173,right,3,2
15215,D,1994-03-06,Netherlands,77,188,left,7,9
15216,M,1997-03-28,Belgium,65,169,left,4,5
15217,F,1994-05-28,Nigeria,84,201,right,5,4
15218,D,1997-05-20,Denmark,0,185,,5,4
15219,M,1988-05-24,Brazil,68,173,right,3,11
15220,M,2001-03-24,Venezuela,0,0,right,1,2
15221,F,2000-09-20,Denmark,70,185,right,3,4
15222,F,1999-07-06,Romania,73,180,right,6,8
15227,D,2002-04-01,Belgium,0,0,,3,4
15228,D,2000-11-20,Belgium,0,0,,1,1
15256,F,1995-05-09,Belgium,70,171,both,1,8
15257,G,2000-01-23,Netherlands,85,204,both,2,4
15259,F,1997-07-28,Morocco,66,169,left,2,10
15260,M,1992-01-11,Croatia,78,186,right,5,10
15262,D,1993-03-23,Spain,72,173,right,2,2
15267,M,1999-02-07,Canada,68,175,,1,2
15268,M,1999-03-31,Canada,70,175,right,3,9
15270,F,1994-01-20,Brazil,75,182,right,4,10
15298,M,1990-06-05,Netherlands,67,182,right,4,8
15306,G,1999-03-16,Greece,0,196,,1,4
15322,M,2002-02-23,Bulgaria,69,177,right,2,3
15343,G,1992-12-24,USA,93,191,,NaN,6
15344,M,1991-11-14,Ghana,73,176,left,2,13
15345,F,2002-09-25,USA,61,175,,2,3
15348,G,1992-02-12,Spain,76,181,,2,4
15349,D,1994-04-01,Spain,82,190,,3,5
15350,F,1989-10-27,Spain,70,179,left,3,7
15351,G,1997-07-14,Spain,0,0,,2,4
15352,F,2001-01-01,Spain,0,0,,1,1
15353,F,1989-12-03,Spain,68,175,right,3,7
15366,G,1988-03-17,Russia,0,186,left,2,6
153669,F,NaN,NaN,NaN,NaN,NaN,1,3
15367,D,1994-08-01,Ukraine,64,178,right,4,10
15368,D,1995-06-01,Sweden,81,185,right,2,5
153690,M,NaN,NaN,NaN,NaN,NaN,2,3
15370,M,1996-06-26,Russia,68,177,right,2,11
15371,M,1996-07-08,Russia,77,185,right,3,4
15372,M,1993-02-08,Switzerland,75,182,,3,6
15373,M,1992-06-21,Russia,76,187,right,2,6
15374,M,2001-02-12,Georgia,70,181,,5,9
15375,F,1999-01-06,Russia,74,180,,5,6
15377,G,1994-08-18,Russia,88,192,right,2,6
15378,D,2000-01-25,Russia,68,172,left,3,4
15379,M,1999-08-05,Russia,68,176,right,2,5
15380,M,1998-02-18,Russia,75,181,,3,4
15381,M,1993-01-25,Russia,70,183,right,2,10
15382,D,1999-10-16,Russia,65,178,left,2,5
15383,D,1997-02-11,Croatia,81,184,right,4,6
15384,M,2001-02-15,Georgia,63,175,right,3,9
15385,D,1996-01-14,Russia,80,188,right,4,11
15388,M,1992-03-26,Russia,67,173,right,3,7
15389,M,1994-01-12,Russia,73,185,right,3,6
15390,G,1980-09-19,Russia,92,192,right,2,8
15393,D,1990-02-22,Russia,78,187,right,2,9
15394,M,1998-01-30,Russia,66,182,right,2,6
15397,D,1997-11-21,Spain,64,173,left,6,7
15398,D,1992-09-03,Spain,81,186,left,3,1
15399,F,1997-04-04,Spain,69,178,right,3,2
1540,D,1998-03-13,Belgium,0,184,left,3,7
15403,G,1997-03-07,Russia,84,191,right,4,5
15405,D,1995-12-16,Nigeria,74,187,right,5,5
15406,G,1988-02-08,Israel,81,190,right,6,9
15407,M,1989-03-22,NaN,75,182,right,3,6
15408,D,1993-04-01,Netherlands,84,191,right,4,3
15409,D,1998-06-15,Netherlands,0,170,left,3,4
15410,M,1986-10-06,Netherlands,80,185,left,3,8
15411,G,1991-04-10,Netherlands,75,186,right,3,5
15412,G,1997-11-11,Netherlands,0,193,,NaN,1
154126,,NaN,NaN,NaN,NaN,NaN,NaN,2
15414,D,1993-06-04,Portugal,70,176,left,3,9
15415,M,1998-12-11,Belgium,72,180,right,3,8
154151,,NaN,NaN,NaN,NaN,NaN,NaN,2
15419,F,1994-04-07,NaN,79,181,right,4,11
15421,D,1994-02-17,Poland,81,192,left,5,8
154282,G,NaN,NaN,NaN,NaN,NaN,NaN,3
154289,G,NaN,NaN,NaN,NaN,NaN,3,5
154294,D,NaN,NaN,NaN,NaN,NaN,4,11
154301,M,NaN,NaN,NaN,NaN,NaN,4,9
154308,G,NaN,NaN,NaN,NaN,NaN,2,4
154313,M,NaN,NaN,NaN,NaN,NaN,2,5
154314,F,NaN,NaN,NaN,NaN,NaN,3,9
154315,D,NaN,NaN,NaN,NaN,NaN,3,3
154316,D,NaN,NaN,NaN,NaN,NaN,2,6
154327,M,NaN,NaN,NaN,NaN,NaN,2,4
154330,D,NaN,NaN,NaN,NaN,NaN,3,5
15439,G,1992-02-28,Sweden,78,185,,3,8
15440,M,1991-03-22,Sweden,86,193,,3,3
15441,M,2000-04-21,South Africa,0,0,,3,2
15442,M,1997-10-27,Sweden,0,0,,2,2
15443,D,1995-02-21,Sweden,80,183,,3,4
15444,M,1993-02-06,Sweden,78,185,right,3,8
15445,G,1999-09-07,Sweden,73,187,,NaN,3
15446,M,2002-01-23,Sweden,0,0,,2,3
15447,F,2002-03-20,Sweden,0,0,,1,2
15448,F,1996-08-16,Sweden,84,190,right,2,7
154482,D,NaN,NaN,NaN,NaN,NaN,NaN,2
15449,G,1997-08-19,Poland,74,188,right,2,7
154494,M,NaN,NaN,NaN,NaN,NaN,1,5
15450,D,1997-10-12,Serbia,90,195,right,7,5
15451,D,1991-06-27,Argentina,76,186,right,3,6
15452,D,1987-04-07,Uruguay,77,178,right,6,15
15453,D,1997-08-13,Spain,70,175,right,2,7
15454,M,1993-03-10,Ghana,78,178,left,2,8
15455,M,1994-01-15,Chile,78,187,right,4,4
15456,M,1997-02-17,Italy,72,176,right,5,5
15457,D,1993-09-08,Brazil,70,181,left,5,10
15458,F,1997-10-25,Italy,70,175,right,7,4
15459,F,2000-01-28,Serbia,78,190,left,5,5
15460,G,2001-07-14,Italy,67,183,right,1,6
15461,G,1990-03-08,Italy,85,193,right,3,8
15462,D,1998-02-07,Brazil,84,185,left,4,7
154623,F,NaN,NaN,NaN,NaN,NaN,2,7
15464,D,1992-05-11,Italy,72,186,right,3,6
15465,M,1998-11-14,Colombia,0,178,left,3,4
15466,D,2002-02-02,Italy,0,185,,2,2
15467,M,1994-09-08,Italy,80,183,right,3,8
15468,D,1995-04-12,Italy,66,176,right,4,6
15470,F,1999-06-03,Italy,70,180,right,5,6
15472,D,1993-01-13,Italy,74,178,right,2,7
15473,D,1996-06-03,Czech Republic,79,185,right,3,9
15477,M,2000-05-08,Italy,79,181,right,6,5
15479,M,1993-08-02,Czech Republic,78,189,left,8,5
15480,M,1987-05-10,Italy,80,181,right,4,7
15482,G,1995-01-02,Italy,77,188,right,2,4
15483,D,1983-06-25,Italy,77,187,right,2,9
15488,F,1997-02-12,Slovakia,63,170,right,3,9
15490,D,1998-01-24,Italy,75,183,left,3,4
15491,M,1995-04-17,Belgium,65,175,right,1,6
15492,M,1993-04-01,Belgium,0,180,right,2,5
155285,D,NaN,NaN,NaN,NaN,NaN,1,3
1553,G,1989-11-24,Finland,80,192,right,7,7
15531,G,1998-11-08,England,0,193,,5,7
15532,F,1996-09-01,Scotland,0,0,right,2,4
15534,M,1996-01-28,Scotland,70,177,,5,5
15535,D,1990-02-03,Northern Ireland,78,190,right,3,10
15536,F,1986-01-23,Scotland,64,170,both,4,8
15537,D,1986-01-07,England,74,180,left,3,9
15539,M,1992-09-23,Scotland,66,186,right,5,4
1554,D,1996-02-11,Germany,95,195,right,7,9
15540,M,1998-05-23,Canada,70,175,right,3,5
15542,G,1992-07-12,Scotland,78,191,,2,5
15543,M,2000-03-27,Scotland,0,0,,3,6
15544,D,1994-06-23,Scotland,70,178,right,4,7
15545,F,1994-03-19,Scotland,79,188,right,2,11
15546,D,1989-11-14,Scotland,73,186,right,4,8
15547,M,1995-12-19,Scotland,74,183,right,4,4
15548,F,1988-10-22,Northern Ireland,64,175,right,5,9
1555,D,1989-04-27,Germany,79,186,right,5,6
15550,F,1997-09-28,Nigeria,73,177,,1,1
15551,F,2000-01-20,USA,82,179,,2,4
15554,D,1996-11-11,Sweden,80,184,right,4,7
1556,D,1999-02-02,NaN,0,190,right,5,4
15563,F,1993-10-12,Sweden,72,189,right,6,8
15567,D,1997-05-28,Denmark,81,190,left,5,13
1557,D,1994-04-21,Germany,67,177,both,4,7
155799,F,NaN,NaN,NaN,NaN,NaN,3,9
1558,M,1996-10-27,Germany,73,180,right,8,8
15584,D,1998-02-11,England,0,172,left,4,4
1559,M,1998-10-05,Argentina,72,177,right,8,5
15595,M,1998-01-11,Germany,74,180,right,5,7
1560,D,1993-07-20,Brazil,71,178,left,4,5
15608,D,1995-08-21,Germany,70,173,left,4,6
1561,M,1999-06-11,Germany,77,188,both,8,6
1562,F,1992-10-08,Argentina,75,184,right,5,4
15621,D,1998-01-31,Sweden,81,186,right,5,11
15624,M,1998-08-30,Romania,71,178,,5,8
15625,D,1991-09-13,England,90,196,left,4,7
15626,M,1992-07-12,England,72,177,right,4,4
15628,G,1993-07-19,Austria,89,196,left,3,6
15629,F,1996-01-31,Northern Ireland,74,178,right,6,5
1563,M,1999-07-07,France,67,170,left,9,7
15630,D,2000-10-14,England,0,188,,2,1
15631,D,1999-08-11,Netherlands,0,190,,2,3
15632,D,1993-10-06,Ireland,75,180,right,5,3
15633,G,1995-04-24,England,74,182,right,4,2
15634,G,1995-08-22,England,0,0,,3,3
15635,D,1998-06-23,Ireland,70,185,right,2,4
15636,M,1996-09-07,Scotland,0,173,right,4,2
15637,D,1995-09-10,England,0,0,,3,1
15638,D,1989-11-21,England,80,193,left,4,5
15639,D,1994-08-26,England,75,175,left,4,6
15640,M,1996-03-03,England,78,175,,4,7
15641,F,1996-03-16,England,70,179,right,5,10
15642,M,1995-09-24,England,64,168,right,5,5
15643,D,1990-11-09,England,71,171,right,3,3
15644,G,1990-05-29,England,92,203,,4,8
15645,F,1994-07-12,NaN,70,183,right,5,3
15646,D,1997-09-07,England,78,185,right,3,6
15648,M,2001-06-24,England,0,0,,3,1
15649,M,1985-10-02,Scotland,79,186,left,5,10
1565,M,1990-04-08,Germany,80,183,right,4,8
15650,D,1997-01-10,England,78,180,right,3,4
15651,G,1998-04-01,England,70,187,,3,3
15652,D,1993-04-17,England,78,181,right,5,7
15653,M,1991-06-28,England,72,181,left,4,10
15654,D,1994-08-13,England,75,183,left,3,8
15655,D,1996-06-24,England,66,184,right,2,2
15656,G,1993-01-12,Scotland,78,188,,4,4
15657,F,1988-01-31,England,70,183,right,4,7
15658,D,1998-03-18,Scotland,0,0,,9,11
15659,F,1992-04-08,England,70,188,,4,4
1566,F,2000-07-15,Brazil,75,177,right,4,5
15660,G,1990-08-13,England,76,186,,5,9
15662,M,2000-01-27,England,0,0,,3,1
15663,D,1999-11-30,England,0,0,,3,2
15664,M,1993-10-03,Ireland,76,185,both,3,9
15665,F,1993-11-24,England,85,188,right,4,10
15666,M,1990-03-31,England,68,175,both,4,8
15667,D,1997-10-13,England,71,183,,3,6
15668,M,NaN,NaN,NaN,NaN,NaN,3,13
15669,D,1999-01-07,Denmark,73,185,left,4,5
1567,M,1993-07-03,Germany,72,182,left,5,11
15670,F,1997-03-01,Ireland,70,175,,2,3
15672,D,1992-04-11,England,82,191,right,4,8
15673,M,1999-01-04,England,0,0,,3,3
15674,M,2000-05-26,England,0,0,,1,2
15676,F,1994-12-12,England,69,178,left,5,6
15677,F,1995-02-17,Wales,0,0,,3,2
15678,G,1994-02-10,England,78,184,,4,9
15679,F,1991-07-30,Scotland,63,173,right,4,3
1568,M,1989-04-27,Germany,81,185,right,5,5
15680,D,1992-03-25,NaN,83,193,right,4,11
15681,M,2000-03-05,Romania,0,0,,3,3
15682,D,1999-12-03,England,0,0,left,4,2
15683,M,1991-09-02,England,80,183,right,5,8
15684,M,1989-10-21,England,73,188,right,4,6
15685,D,1996-09-06,Ireland,72,196,,4,7
15686,F,1995-06-01,England,70,183,,4,7
15687,M,1998-10-18,Scotland,0,187,,3,8
15688,F,1983-03-15,Ireland,88,191,left,5,14
15689,G,2002-05-07,England,0,0,,2,1
1569,M,1988-01-02,Austria,82,184,right,7,7
15690,D,1998-02-18,England,0,0,,4,1
15691,M,2000-11-04,England,0,0,,4,1
15692,F,1993-09-26,England,70,185,right,3,6
15693,D,1997-08-18,England,70,180,right,4,6
15695,F,1997-07-01,Senegal,0,0,,1,3
15696,G,2000-07-12,England,0,187,left,2,8
15697,M,1996-10-20,England,79,179,,2,4
15698,M,1996-09-10,England,0,173,right,5,3
15699,F,1993-09-22,England,73,183,right,5,7
1570,D,1991-03-06,Austria,76,186,right,7,6
15700,D,1998-10-14,England,0,194,left,2,3
15701,M,1992-08-04,England,68,170,,4,4
15702,M,1995-10-07,Northern Ireland,67,178,,2,7
15703,F,1996-11-04,England,72,180,,4,3
15704,D,1988-06-22,Ireland,68,175,right,3,6
15705,D,1996-01-18,England,75,180,left,4,6
15706,M,1996-10-23,England,0,0,right,3,4
15707,G,2000-11-22,England,0,0,,1,1
15708,M,1999-01-27,NaN,0,0,,1,2
1571,M,1995-07-04,Netherlands,65,179,left,5,6
15710,D,1996-10-07,England,0,0,,3,3
15711,M,1990-07-01,England,76,180,left,5,13
15712,M,1999-06-10,England,0,0,,1,4
15713,F,1997-12-13,NaN,0,185,right,4,5
15714,G,1987-02-27,England,70,183,,4,5
15715,M,1992-11-16,England,64,175,,3,10
15716,F,1988-07-14,England,80,180,right,5,17
15717,D,1982-01-03,England,76,183,right,4,13
1572,F,1997-08-09,Jamaica,75,178,left,5,3
15720,F,1994-06-03,England,71,178,left,5,6
15721,D,1988-09-30,England,78,188,right,4,10
15722,D,1991-04-20,England,72,178,left,4,7
15723,F,1997-09-23,England,67,170,right,5,5
15724,D,1994-02-15,Northern Ireland,81,185,right,4,10
15725,G,1997-07-25,Wales,69,180,,2,4
15726,F,1994-11-15,England,80,185,,4,4
15727,M,1992-09-21,England,75,190,,5,8
15728,M,1982-11-23,NaN,78,175,right,4,17
15729,M,1982-06-21,England,76,168,left,4,11
1573,G,1992-08-26,Czech Republic,95,197,right,9,8
15730,D,1995-01-26,Cameroon,80,184,left,4,4
15731,F,1990-10-18,England,72,185,right,4,9
15732,G,1993-01-04,England,72,183,right,3,6
15733,M,1984-01-13,Ireland,79,180,right,8,8
15734,D,2000-07-19,England,0,186,,2,5
15735,M,1994-12-31,Scotland,67,175,right,4,8
15736,F,1995-10-28,Wales,68,173,left,4,9
15737,M,1988-07-22,Scotland,75,175,right,5,6
15738,D,1990-12-23,England,73,180,left,4,14
15739,D,1997-09-23,England,70,183,right,4,14
1574,D,1995-09-06,Germany,73,179,right,2,3
15740,F,1990-03-04,Ireland,76,183,,4,9
15741,D,1998-10-22,Australia,80,198,right,5,7
15742,D,1995-10-15,England,67,173,right,3,6
15743,G,2000-06-30,England,60,185,,4,7
15744,M,1991-09-30,England,70,180,left,4,9
15745,F,1996-03-15,England,0,0,,4,2
15746,M,2001-05-01,Iceland,0,0,,3,6
15747,F,1997-07-20,England,0,0,,3,3
15748,F,1988-12-28,Wales,76,183,right,3,9
15749,F,1995-03-23,England,78,175,,4,3
1575,D,1991-07-10,Netherlands,78,188,right,2,4
15750,G,1990-07-30,Wales,73,186,right,4,11
15751,D,1997-12-18,Scotland,0,0,left,3,3
15752,D,1994-01-03,England,65,180,left,3,9
15753,M,1997-05-02,England,0,0,,2,3
15754,F,1990-08-24,England,70,175,right,4,12
15755,F,1991-02-02,England,78,186,right,4,15
15756,M,1986-04-28,England,76,183,left,4,12
15757,D,1997-05-12,England,80,184,right,4,8
15759,M,1998-03-06,Ireland,70,173,,4,10
1576,D,1997-09-09,Germany,78,188,left,2,7
15760,G,1999-03-10,England,0,183,,2,1
15761,,NaN,International,0,0,,3,2
15762,D,1993-10-07,England,82,180,,6,10
15763,M,1988-11-25,England,70,168,right,4,7
15765,M,1994-12-05,England,73,178,right,4,6
15766,F,1997-01-27,England,72,182,right,5,7
15767,G,1993-08-12,England,81,191,,4,5
15768,D,1998-10-21,England,70,183,right,5,2
15769,M,1992-04-22,England,72,175,right,4,6
1577,D,1995-11-28,Croatia,81,184,right,7,9
15770,M,1993-03-01,Wales,76,175,both,4,10
15771,M,1986-03-29,England,72,185,right,3,2
15772,D,1985-09-28,England,87,185,right,3,2
15773,F,1989-11-27,England,75,170,right,4,8
15774,M,1988-11-11,Ireland,88,184,right,5,10
15775,M,1996-07-15,England,65,180,right,4,1
15776,M,1999-05-02,England,64,178,,4,3
15777,D,1993-05-21,England,73,178,left,3,12
15778,G,1991-12-10,Czech Republic,104,205,,3,7
15779,M,1998-10-24,England,0,192,left,4,3
1578,D,1993-09-30,Germany,77,177,left,7,9
15780,M,2001-04-14,Albania,0,0,right,3,3
15781,F,2002-02-07,England,0,0,,2,1
15782,D,1989-02-26,Wales,82,191,right,4,11
15783,M,1993-09-30,Wales,78,185,left,4,12
15784,F,1999-07-06,England,60,175,,3,5
15785,G,1993-10-23,Slovakia,80,190,right,4,3
15786,M,1998-05-01,England,0,173,right,5,4
15787,D,1987-02-20,England,84,185,right,4,6
15788,D,2000-09-02,England,0,0,,4,4
15789,D,1995-10-11,England,0,181,,6,7
1579,M,1997-11-24,Germany,74,176,right,4,4
15790,D,1995-10-11,Scotland,70,188,right,6,3
15791,M,1995-01-29,England,72,180,right,4,3
15792,M,1990-02-10,Scotland,70,185,right,4,6
15793,D,1995-12-20,Scotland,70,183,right,4,7
15794,M,1997-09-15,England,66,178,both,4,6
15795,G,1992-08-09,England,74,186,right,4,13
15796,F,1990-11-13,France,82,185,,4,2
15797,M,1996-10-28,England,0,0,,3,4
15798,M,2000-01-26,England,72,179,,4,3
15799,F,1996-01-01,NaN,85,193,right,4,4
1580,M,1994-01-27,Germany,84,188,right,2,7
15800,D,1997-11-01,England,76,187,,4,5
15801,M,1997-09-26,Ireland,0,0,,4,2
15802,G,1995-12-01,England,72,183,right,3,7
15803,D,1986-09-14,Ireland,71,180,right,4,15
15804,M,2000-03-25,Ireland,0,177,right,3,5
15805,D,1998-10-24,England,0,0,left,3,5
15806,D,1988-11-06,Wales,74,180,right,4,10
15807,F,1993-12-14,England,76,186,,3,6
15808,M,1989-05-08,Scotland,72,175,right,3,13
15809,M,1997-01-03,Wales,0,0,,7,8
15810,M,1988-05-17,England,89,193,right,4,9
15811,M,1994-09-26,England,73,175,right,5,6
15812,M,1999-04-19,Ireland,0,0,,3,4
15813,G,2000-01-06,England,0,0,,NaN,2
15814,M,2001-01-08,England,0,191,left,4,3
15815,D,1992-03-12,Ireland,79,193,,4,11
15816,M,1997-01-09,England,62,168,,4,6
15817,M,1998-04-05,Ireland,0,0,,4,7
15818,D,1998-06-26,Wales,85,183,right,3,8
15819,M,1996-03-27,England,63,168,right,4,5
1582,M,1997-09-09,Finland,80,183,right,5,6
15820,G,1994-04-25,England,66,185,right,3,3
15821,D,2000-04-14,England,0,177,,3,1
15822,M,1986-04-04,Ireland,60,168,left,4,7
15823,M,1998-10-30,England,0,0,right,3,3
15824,D,1985-03-04,England,83,180,right,3,5
15825,F,1989-08-28,Scotland,62,178,right,3,9
15826,F,1989-02-25,England,73,180,left,3,7
15827,M,1988-09-30,Ireland,86,188,right,4,10
15828,M,1993-11-17,Australia,70,175,right,5,8
15829,F,1997-07-23,Montenegro,75,183,right,3,11
1583,F,1990-10-24,Germany,86,186,both,3,10
15830,D,1987-12-29,England,71,173,right,3,8
15831,G,1999-12-12,England,0,187,,NaN,2
15833,M,1995-01-26,England,0,186,left,3,4
15835,M,1988-02-15,England,73,180,left,3,11
15836,M,1995-03-30,Scotland,69,183,left,3,4
15837,G,1992-10-05,England,85,191,right,4,11
